time_tag,satellite,He,Hp,Hn,total,arcjet_flag
2024-08-17T01:35:00Z,16,50.16949463,78.87121582,-5.124603271,93.61606598,False
2024-08-17T01:36:00Z,16,50.36491776,78.59903717,-5.296570301,93.50144196,False
2024-08-17T01:37:00Z,16,50.66898346,78.46455383,-5.50542593,93.56486511,False
2024-08-17T01:38:00Z,16,51.07103348,78.2567215,-5.597222805,93.61481476,False
2024-08-17T01:39:00Z,16,51.5434494,78.13439178,-5.376060963,93.75845337,False
2024-08-17T01:40:00Z,16,51.93802643,78.23194122,-5.214652538,94.04794312,False
2024-08-17T01:41:00Z,16,52.20951462,78.07607269,-5.384320736,94.07848358,False
2024-08-17T01:42:00Z,16,52.77263641,77.76976776,-5.577048779,94.15002441,False
2024-08-17T01:43:00Z,16,52.93050385,77.85975647,-5.7294631,94.32196808,False
2024-08-17T01:44:00Z,16,53.04076004,77.81446075,-5.345990658,94.32398987,False
2024-08-17T01:45:00Z,16,53.34726715,77.70326233,-5.402076721,94.40829468,False
2024-08-17T01:46:00Z,16,53.57015228,77.49888611,-5.476388454,94.37084198,False
2024-08-17T01:47:00Z,16,53.86601639,77.62545776,-5.554965019,94.6473465,False
2024-08-17T01:48:00Z,16,53.53474045,77.66136169,-5.193565845,94.46835327,False
2024-08-17T01:49:00Z,16,53.9007225,77.80381012,-5.201497078,94.79355621,False
2024-08-17T01:50:00Z,16,54.4439621,77.57926178,-5.416644096,94.93199158,False
2024-08-17T01:51:00Z,16,54.67731857,77.54933167,-5.153932571,95.02679443,False
2024-08-17T01:52:00Z,16,54.13039398,77.38346863,-4.964350224,94.56741333,False
2024-08-17T01:53:00Z,16,54.32793045,77.36127472,-4.614977837,94.6447525,False
2024-08-17T01:54:00Z,16,54.31648636,77.27182007,-4.30737114,94.55044556,False
2024-08-17T01:55:00Z,16,54.24307251,77.29293823,-4.11857748,94.51728821,False
2024-08-17T01:56:00Z,16,53.92441177,77.07988739,-3.840583801,94.14850616,False
2024-08-17T01:57:00Z,16,54.1550293,76.9635849,-4.159722805,94.19915771,False
